Mark,Sex,Fish_ID,Tank,Treatment_Tank,Weight(g),Fish_Length_cm,BMI,K Index,Date,Week,Age_Days,Notes
Bla.Bla,female,a7252,HA_T5,Treatment,0.68,3.815,0.046721828,,,10,182,
Whi.Yel,male,a7332,HA_T5,Treatment,0.398,3.267,0.037289349,,,10,182,
Bla.Bro,female,a7605,HA_T5,Treatment,0.658,3.515,0.05325682,,,10,182,
_.Red,female,a7219,HA_T5,Treatment,0.601,3.494,0.049229868,,,10,182,
_.Gre,male,a6864,HA_T5,Treatment,0.481,3.336,0.043220819,,,10,182,
_._,female,a7441,HA_T5,Treatment,0.713,3.597,0.055107239,,,10,182,
Bro._,female,a7050,HA_T5,Treatment,0.608,3.547,0.048326039,,,10,182,
Red.Yel,male,a6987,HA_T5,Treatment,0.481,3.41,0.041365313,,,10,182,
Pin.Bla,female,a7551,HA_T5,Treatment,0.641,3.57,0.050294628,,,10,182,
_.Ora,male,a7487,HA_T5,Treatment,0.376,3.283,0.034885591,,,10,182,
Whi.Bla,male,a7187,HA_T5,Treatment,0.349,3.256,0.032919758,,,10,182,
Yel.Whi,male,a6823,HA_T5,Treatment,0.4,3.25,0.037869822,,,10,182,
Pin.Pur,male,a8044,HA_T5,Treatment,0.415,3.486,0.034150206,,,10,182,
Gre.Bro,male,a7683,HA_T5,Treatment,0.508,3.628,0.038594832,,,10,182,
Red.Ora,female,a7567,HA_T5,Treatment,0.452,3.435,0.038307601,,,10,182,
Red.Bla,female,a7663,HA_T5,Treatment,0.533,3.619,0.040695842,,,10,182,
Red.Pin,male,a6985,HA_C1,Control,0.4,3.318,0.036333499,,,12,196,
Gre.Gre,female,a7698,HA_C1,Control,0.737,3.414,0.063232515,,,12,196,
Whi.Blu,male,a7179,HA_C1,Control,0.422,3.169,0.042021154,,,12,196,
Bro.Bro,male,a7720,HA_C1,Control,0.352,2.818,0.044326219,,,12,196,
Ora.Bro,male,a7152,HA_C1,Control,0.439,3.46,0.036670119,,,12,196,
Pin.Ora,male,a7555,HA_C1,Control,0.454,3.501,0.037040056,,,12,196,
Bro.Bla,female,a7082,HA_C1,Control,0.717,3.61,0.055017994,,,12,196,
Pur.Yel,male,a7272,HA_C1,Control,0.332,3.198,0.03246244,,,12,196,
Ora.Pin,female,a7498,HA_C1,Control,0.648,3.662,0.048321268,,,12,196,
Yel._,male,a7475,HA_C1,Control,0.382,3.2,0.037304688,,,12,196,
Red.Ora,male,a7614,HA_C1,Control,0.394,3.267,0.036914582,,,12,196,
Blu.Yel,male,a7002,HA_C1,Control,0.263,2.597,0.038995263,,,12,196,
Red.Red,female,a6899,HA_C1,Control,0.651,3.486,0.053570565,,,12,196,
Blu.Blu,female,a7659,HA_C1,Control,0.449,3.199,0.043875074,,,12,196,
Whi._,male,a7070,HA_C1,Control,0.485,3.503,0.039524052,,,12,196,
Pin.Whi,female,a7281,HA_C1,Control,0.797,3.818,0.054674708,,,12,196,
Red.Yel,male,a7563,HA_C1,Control,0.417,3.429,0.035465092,,,12,196,
Ora.Bla,male,a7403,HA_C1,Control,0.397,3.384,0.034668081,,,12,196,
Red.Whi,female,a7226,HA_C1,Control,0.821,3.967,0.05216975,,,12,196,
Gre.Bro,female,a6834,HA_C1,Control,0.452,3.251,0.042766577,,,12,196,
Bla.Red,female,a6923,HA_C1,Control,0.752,3.88,0.049952173,,,12,196,
Gre.Yel,male,a6859,HA_C1,Control,0.476,3.458,0.039806773,,,12,196,
Yel.Red,female,a8068,HA_C1,Control,0.541,3.318,0.049141058,,,12,196,
Whi.Pur,female,a7376,HA_C1,Control,0.528,3.575,0.041312534,,,12,196,
Blu.Yel,female,a6881,HA_C2,Control,0.726,3.584,0.0565198,,,12,196,
Ora.Pin,male,a7408,HA_C2,Control,0.37,3.384,0.032310302,,,12,196,
Pur._,male,a7056,HA_C2,Control,0.364,3.402,0.031450877,,,12,196,
_.Bla,male,a7600,HA_C2,Control,0.445,3.604,0.034260244,,,12,196,
Gre.Gre,male,a7688,HA_C2,Control,0.395,3.279,0.036737894,,,12,196,
Red.Pin,male,a7096,HA_C2,Control,0.392,3.487,0.032239045,,,12,196,
Pur.Blu,male,a7163,HA_C2,Control,0.384,3.414,0.032946114,,,12,196,
Yel.Bla,male,a7336,HA_C2,Control,0.432,3.432,0.03667661,,,12,196,
Red._,female,a8064,HA_C2,Control,0.506,3.412,0.043464278,,,12,196,
Red.Bro,male,a7474,HA_C2,Control,0.354,3.261,0.03328907,,,12,196,
Bro.Bro,male,a7573,HA_C2,Control,0.476,3.708,0.034620035,,,12,196,
_.Whi,male,a7250,HA_C2,Control,0.416,3.297,0.038269733,,,12,196,
Blu.Blu,male,a7006,HA_C2,Control,0.371,3.214,0.035915521,,,12,196,
Blu.Ora,female,a7204,HA_C2,Control,0.728,3.773,0.051139652,,,12,196,
Ora.Bro,male,a6967,HA_C2,Control,0.398,3.414,0.034147274,,,12,196,
Pin.Bro,female,a7284,HA_C2,Control,0.685,3.708,0.049820849,,,12,196,
Ora.Ora,female,a7486,HA_C2,Control,0.555,3.507,0.04512544,,,12,196,
Bla._,female,a6798,HA_C2,Control,0.57,3.409,0.049047949,,,12,196,
Ora.Yel,male,a7153,HA_C2,Control,0.381,3.429,0.032403357,,,12,196,
Bro.Pur,male,a7729,HA_C2,Control,0.366,3.213,0.035453542,,,12,196,
Pin.Yel,male,a6847,HA_C2,Control,0.378,3.358,0.033522038,,,12,196,
Whi.Yel,male,a7370,HA_C2,Control,0.381,3.295,0.035092486,,,12,196,
_.Pin,female,a7549,HA_C2,Control,0.58,3.451,0.048701022,,,12,196,
_._,female,a7658,HA_C2,Control,0.65,3.592,0.050377974,,,12,196,
Bla.Bla,female,a6929,HA_C3,Control,0.671,3.541,0.053514401,,,12,196,
Blu.Pur,female,a6813,HA_C3,Control,0.624,3.673,0.046253301,,,12,196,
Red.Red,female,a7497,HA_C3,Control,0.55,3.609,0.042226873,,,12,196,
Pin.Gre,female,a6845,HA_C3,Control,0.457,3.355,0.040600478,,,12,196,
Red.Pur,female,a7093,HA_C3,Control,0.637,3.811,0.043859284,,,12,196,
Red.Gre,male,a6990,HA_C3,Control,0.456,3.48,0.037653587,,,12,196,
Whi.Pin,female,a7232,HA_C3,Control,0.63,3.652,0.047236641,,,12,196,
Red.Bro,male,a7564,HA_C3,Control,0.311,2.987,0.034856995,,,12,196,
Whi.Ora,male,a7264,HA_C3,Control,0.37,3.18,0.036588743,,,12,196,
Red._,male,a7611,HA_C3,Control,0.42,3.194,0.041169867,,,12,196,
Pur._,male,a7730,HA_C3,Control,0.393,3.312,0.03582712,,,12,196,
Bla.Blu,female,a7660,HA_C3,Control,0.552,3.569,0.043335717,,,12,196,
Red.Whi,female,a7322,HA_C3,Control,0.536,3.803,0.037060574,,,12,196,
Gre._,male,a7017,HA_C3,Control,0.42,3.222,0.040457423,,,12,196,
_.Pin,female,a7279,HA_C3,Control,0.725,3.46,0.060559992,,,12,196,
Red.Pin,female,a7044,HA_C3,Control,0.622,3.474,0.051538379,,,12,196,
Blu.Gre,female,a6885,HA_C3,Control,0.614,3.492,0.050352368,,,12,196,
Bro.Ora,male,a7361,HA_C3,Control,0.386,3.158,0.038704642,,,12,196,
Bla.Red,male,a7144,HA_C3,Control,0.373,3.314,0.033962826,,,12,196,
Gre.Pin,female,a7679,HA_C3,Control,0.543,3.518,0.043874094,,,12,196,
Pin.Blu,female,a7552,HA_C3,Control,0.609,3.341,0.054558741,,,12,196,
Bla.Pin,male,a8043,HA_C3,Control,0.388,3.329,0.035010969,,,12,196,
Ora.Bro,male,a7407,HA_C3,Control,0.494,3.654,0.036998989,,,12,196,
Red.Blu,male,a7466,HA_C3,Control,0.307,2.933,0.035687346,,,12,196,
Blu.Bla,female,a7201,HA_C4,Control,0.56,3.646,0.042126434,,,12,196,
Pur._,female,a6930,HA_C4,Control,0.59,3.796,0.04094488,,,12,196,
_.Yel,male,a6807,HA_C4,Control,0.369,3.365,0.032587889,,,12,196,
Pur.Blu,male,a7737,HA_C4,Control,0.326,2.916,0.038339157,,,12,196,
Pin.Blu,male,a7696,HA_C4,Control,0.365,3.38,0.031949161,,,12,196,
Whi.Whi,female,a7661,HA_C4,Control,0.384,3.108,0.039752936,,,12,196,
_.Pur,male,a7539,HA_C4,Control,0.461,3.299,0.042358083,,,12,196,
_.Ora,female,a7059,HA_C4,Control,0.45,3.3,0.041322314,,,12,196,
Red.Gre,female,a7090,HA_C4,Control,0.576,3.594,0.044592964,,,12,196,
Ora.Gre,male,a7492,HA_C4,Control,0.31,2.975,0.035025775,,,12,196,
Bro.Whi,female,a7438,HA_C4,Control,0.64,3.5,0.052244898,,,12,196,
Gre.Yel,female,a6971,HA_C4,Control,0.48,3.439,0.040586059,,,12,196,
Whi.Ora,male,a7184,HA_C4,Control,0.335,3.2,0.032714844,,,12,196,
Pin.Red,male,a7286,HA_C4,Control,0.383,3.374,0.033644077,,,12,196,
Yel.Pin,male,a8066,HA_C4,Control,0.337,3.161,0.033727248,,,12,196,
Yel.Yel,female,a7418,HA_C4,Control,0.487,3.416,0.04173431,,,12,196,
Pin.Bla,female,a8045,HA_C4,Control,0.371,3.089,0.03888106,,,12,196,
Bla.Bla,female,a7601,HA_C4,Control,0.565,3.505,0.045990952,,,12,196,
Whi.Pur,female,a7259,HA_C4,Control,0.39,3.145,0.039429685,,,12,196,
Pur.Red,female,a7578,HA_C4,Control,0.59,3.625,0.04489893,,,12,196,
Blu.Whi,male,a6884,HA_C4,Control,0.423,3.436,0.035828948,,,12,196,
_.Gre,female,a7020,HA_C4,Control,0.476,3.282,0.04419059,,,12,196,
Bro._,female,a7367,HA_C4,Control,0.537,3.352,0.047793217,,,12,196,
Pin.Blu,male,a6843,HA_C4,Control,0.442,3.458,0.036963432,,,12,196,
_.Blu,female,a7440,HA_C5,Control,0.672,3.428,0.057185727,,,12,196,
Yel.Ora,male,a7335,HA_C5,Control,0.341,3.112,0.035210744,,,12,196,
Gre.Bro,male,a7124,HA_C5,Control,0.352,3.454,0.029505162,,,12,196,
Bro.Whi,female,a7088,HA_C5,Control,0.462,3.262,0.043418425,,,12,196,
_.Red,male,a7496,HA_C5,Control,0.445,3.533,0.035651084,,,12,196,
Pin.Yel,female,a7192,HA_C5,Control,0.552,3.755,0.039148867,,,12,196,
Red.Ora,male,a8061,HA_C5,Control,0.523,3.468,0.043485404,,,12,196,
_.Red,male,a7039,HA_C5,Control,0.394,3.456,0.032987451,,,12,196,
Red.Gre,female,a6895,HA_C5,Control,0.541,3.346,0.048322055,,,12,196,
_.Pur,male,a7731,HA_C5,Control,0.375,3.144,0.03793728,,,12,196,
Blu.Red,female,a7200,HA_C5,Control,0.538,3.379,0.047120066,,,12,196,
Bla._,female,a6800,HA_C5,Control,0.474,3.339,0.042515325,,,12,196,
Gre.Pin,male,a7013,HA_C5,Control,0.451,3.233,0.043148443,,,12,196,
Red.Whi,female,a7559,HA_C5,Control,0.466,3.236,0.04450091,,,12,196,
Ora.Yel,female,a6966,HA_C5,Control,0.577,3.606,0.04437357,,,12,196,
_._,female,a7381,HA_C5,Control,0.389,3.197,0.03805961,,,12,196,
Pin._,male,a6838,HA_C5,Control,0.347,3.027,0.037870813,,,12,196,
Bla.Blu,female,a7607,HA_C5,Control,0.526,3.503,0.042865261,,,12,196,
Gre.Bla,male,a7687,HA_C5,Control,0.408,3.352,0.036312165,,,12,196,
Pin.Pur,female,a7285,HA_C5,Control,0.735,3.614,0.056274422,,,12,196,
Pur.Pur,female,a7540,HA_C5,Control,0.46,3.407,0.039629041,,,12,196,
Bro.Bla,male,a7242,HA_C5,Control,0.412,3.441,0.034795884,,,12,196,
Pur._,female,a7415,HA_C5,Control,0.442,3.344,0.039526625,,,12,196,
Whi.Gre,female,a7647,HA_C5,Control,0.442,3.314,0.040245494,,,12,196,
Red.Pin,female,a6894,HA_T1,Treatment,0.903,3.711,0.065570099,,,12,196,
Bro.Whi,male,a7723,HA_T1,Treatment,0.394,3.021,0.043171265,,,12,196,
Ora.Ora,female,a7379,HA_T1,Treatment,0.683,3.56,0.053891554,,,12,196,
Ora._,male,a7155,HA_T1,Treatment,0.464,3.597,0.035862215,,,12,196,
Blu.Whi,male,a6998,HA_T1,Treatment,0.535,3.654,0.040069756,,,12,196,
Blu.Yel,female,a7206,HA_T1,Treatment,0.461,3.335,0.041448541,,,12,196,
Bro.Bro,female,a7662,HA_T1,Treatment,0.903,3.835,0.061398394,,,12,196,
Bla.Pur,female,a6925,HA_T1,Treatment,0.648,3.846,0.043808305,,,12,196,
Pin.Pin,female,a7550,HA_T1,Treatment,0.836,3.394,0.072574258,,,12,196,
Bla._,male,a7599,HA_T1,Treatment,0.429,3.322,0.038873893,,,12,196,
Ora.Pin,female,a7488,HA_T1,Treatment,0.572,3.809,0.039425216,,,12,196,
Red.Pur,male,a7560,HA_T1,Treatment,0.402,3.201,0.039233288,,,12,196,
Ora.Ora,male,a7412,HA_T1,Treatment,0.524,3.444,0.044177893,,,12,196,
Pin.Whi,female,a6846,HA_T1,Treatment,0.576,3.441,0.048646672,,,12,196,
_.Red,female,a7319,HA_T1,Treatment,0.685,3.424,0.058428274,,,12,196,
Ora.Pur,male,a7062,HA_T1,Treatment,0.496,3.503,0.040420474,,,12,196,
_.Pur,female,a6825,HA_T1,Treatment,0.74,3.585,0.057577579,,,12,196,
Gre.Bro,male,a7683,HA_T1,Treatment,0.546,3.787,0.038071679,,,12,196,
Red.Red,male,a7468,HA_T1,Treatment,0.458,3.267,0.042910859,,,12,196,
Bro.Yel,female,a7087,HA_T1,Treatment,0.546,3.58,0.042601667,,,12,196,
_.Whi,male,a7269,HA_T1,Treatment,0.384,3.363,0.033952948,,,12,196,
Red.Whi,male,a6991,HA_T1,Treatment,0.484,3.517,0.039129169,,,12,196,
Pin.Bro,male,a7191,HA_T1,Treatment,0.458,3.367,0.040399803,,,12,196,
Gre.Gre,female,a7292,HA_T1,Treatment,0.809,3.721,0.058429098,,,12,196,
Whi._,female,a8050,HA_T2,Treatment,0.737,3.919,0.047986266,,,12,196,
Blu.Bla,male,a7461,HA_T2,Treatment,0.443,3.371,0.038983984,,,12,196,
Pin.Blu,female,a7288,HA_T2,Treatment,0.915,3.771,0.064343996,,,12,196,
Gre.Whi,male,a6833,HA_T2,Treatment,0.48,3.315,0.043679149,,,12,196,
Blu.Ora,female,a6883,HA_T2,Treatment,0.787,3.929,0.050981273,,,12,196,
Pin._,male,a7054,HA_T2,Treatment,0.506,3.558,0.039970412,,,12,196,
Whi.Bro,female,a7649,HA_T2,Treatment,0.644,3.692,0.047245721,,,12,196,
Whi.Pin,male,a7375,HA_T2,Treatment,0.426,3.498,0.034815288,,,12,196,
Bla.Bro,male,a7142,HA_T2,Treatment,0.496,3.704,0.036152615,,,12,196,
Pin.Pin,female,a6840,HA_T2,Treatment,0.784,3.894,0.051704003,,,12,196,
Ora.Pur,female,a8071,HA_T2,Treatment,0.849,3.903,0.055732765,,,12,196,
Red.Pur,female,a7222,HA_T2,Treatment,0.824,3.652,0.061782528,,,12,196,
Gre.Blu,female,a7684,HA_T2,Treatment,0.898,3.803,0.06209029,,,12,196,
Bro.Gre,male,a7724,HA_T2,Treatment,0.457,3.325,0.041336424,,,12,196,
Red.Ora,female,a7089,HA_T2,Treatment,0.806,3.761,0.056980778,,,12,196,
Bro.Blu,male,a7251,HA_T2,Treatment,0.435,3.343,0.038923914,,,12,196,
Pur.Pur,female,a6932,HA_T2,Treatment,0.89,4.089,0.053229917,,,12,196,
Ora.Yel,male,a7411,HA_T2,Treatment,0.48,3.562,0.037831487,,,12,196,
Red._,female,a7495,HA_T2,Treatment,0.424,3.226,0.040741511,,,12,196,
Gre.Bla,male,a7015,HA_T2,Treatment,0.398,3.039,0.043094483,,,12,196,
Bla.Pin,female,a7604,HA_T2,Treatment,0.681,3.724,0.049105232,,,12,196,
Red.Red,male,a7570,HA_T2,Treatment,0.559,3.66,0.04173012,,,12,196,
Pur._,male,a7167,HA_T2,Treatment,0.41,3.265,0.038460727,,,12,196,
Yel.Gre,female,a8067,HA_T2,Treatment,0.835,4.023,0.051592481,,,12,196,
Ora.Yel,female,a7484,HA_T3,Treatment,0.614,3.754,0.043569225,,,12,196,
Blu.Pin,male,a6882,HA_T3,Treatment,0.511,3.733,0.036669494,,,12,196,
_.Whi,male,a8070,HA_T3,Treatment,0.453,3.435,0.038392352,,,12,196,
Red.Pur,male,a7325,HA_T3,Treatment,0.388,3.324,0.035116376,,,12,196,
Red.Bro,male,a7045,HA_T3,Treatment,0.467,3.432,0.039648095,,,12,196,
Red.Bla,female,a7091,HA_T3,Treatment,0.683,3.741,0.048802862,,,12,196,
Ora.Pin,female,a7556,HA_T3,Treatment,0.854,3.834,0.058096993,,,12,196,
Red.Pin,male,a7566,HA_T3,Treatment,0.373,3.53,0.029933632,,,12,196,
Gre.Gre,female,a7019,HA_T3,Treatment,0.776,3.502,0.063274604,,,12,196,
_.Blu,female,a7459,HA_T3,Treatment,0.568,3.465,0.047308792,,,12,196,
Gre.Bro,female,a7296,HA_T3,Treatment,0.597,3.37,0.052567162,,,12,196,
_.Bro,male,a7719,HA_T3,Treatment,0.414,3.271,0.03869361,,,12,196,
Yel.Whi,female,a7210,HA_T3,Treatment,0.701,3.658,0.052387855,,,12,196,
Pin.Pur,male,a6842,HA_T3,Treatment,0.479,3.461,0.039988242,,,12,196,
Red.Red,female,a8063,HA_T3,Treatment,0.679,3.742,0.048491119,,,12,196,
Bla.Blu,male,a6808,HA_T3,Treatment,0.424,3.339,0.038030586,,,12,196,
Bla.Pin,female,a7253,HA_T3,Treatment,0.503,3.557,0.039755778,,,12,196,
Pur.Gre,female,a7160,HA_T3,Treatment,0.712,3.837,0.048361125,,,12,196,
_.Ora,male,a7414,HA_T3,Treatment,0.423,3.47,0.035130264,,,12,196,
Bla.Red,male,a7610,HA_T3,Treatment,0.258,2.826,0.03230542,,,12,196,
Bla.Whi,male,a7139,HA_T3,Treatment,0.427,3.405,0.036829315,,,12,196,
Yel.Pin,male,a6996,HA_T3,Treatment,0.509,3.745,0.03629227,,,12,196,
Gre.Ora,female,a7686,HA_T3,Treatment,0.805,3.744,0.057428067,,,12,196,
Whi.Whi,female,a7640,HA_T3,Treatment,0.746,3.686,0.054907057,,,12,196,
Gre.Pur,male,a7297,HA_T4,Treatment,0.477,3.595,0.036908007,,,12,196,
_.Bla,male,a6799,HA_T4,Treatment,0.448,3.77,0.031520661,,,12,196,
Bla.Gre,female,a7608,HA_T4,Treatment,0.704,3.903,0.046214212,,,12,196,
Ora.Blu,female,a6961,HA_T4,Treatment,0.583,3.624,0.044390719,,,12,196,
Bla.Pin,male,a7138,HA_T4,Treatment,0.514,3.615,0.039332044,,,12,196,
_.Red,male,a8057,HA_T4,Treatment,0.427,3.368,0.037642955,,,12,196,
Pin._,male,a7548,HA_T4,Treatment,0.404,3.32,0.036652635,,,12,196,
Whi.Pur,male,a7180,HA_T4,Treatment,0.417,3.476,0.034512508,,,12,196,
Red.Pur,female,a8062,HA_T4,Treatment,0.654,3.826,0.044677392,,,12,196,
Bro.Whi,female,a7358,HA_T4,Treatment,0.603,3.239,0.057477175,,,12,196,
Gre.Gre,male,a6869,HA_T4,Treatment,0.455,3.572,0.035660588,,,12,196,
Red.Yel,male,a7321,HA_T4,Treatment,0.43,3.215,0.041601262,,,12,196,
Bro.Yel,male,a7728,HA_T4,Treatment,0.457,3.528,0.036716312,,,12,196,
Whi.Ora,male,a7646,HA_T4,Treatment,0.521,3.595,0.040312519,,,12,196,
Red.Gre,female,a7562,HA_T4,Treatment,0.521,3.473,0.043194471,,,12,196,
Ora.Whi,female,a7409,HA_T4,Treatment,0.828,3.798,0.057401127,,,12,196,
Bro.Ora,female,a7439,HA_T4,Treatment,0.59,3.485,0.048578762,,,12,196,
Ora.Gre,female,a7061,HA_T4,Treatment,0.716,3.988,0.045019713,,,12,196,
Ora.Bla,male,a7494,HA_T4,Treatment,0.397,3.213,0.038456438,,,12,196,
Whi.Bro,male,a7266,HA_T4,Treatment,0.402,3.445,0.033872527,,,12,196,
Gre.Bro,male,a7018,HA_T4,Treatment,0.528,3.358,0.046824434,,,12,196,
Yel.Blu,female,a7214,HA_T4,Treatment,0.634,3.574,0.049634101,,,12,196,
Gre.Yel,male,a7682,HA_T4,Treatment,0.396,3.161,0.039632019,,,12,196,
Blu.Bla,male,a6891,HA_T4,Treatment,0.499,3.466,0.041537794,,,12,196,
Pur.Bro,female,a6937,HA_T5,Treatment,0.692,3.745,0.049340376,,,12,196,
Red.Ora,female,a7567,HA_T5,Treatment,0.464,3.384,0.040518865,,,12,196,
Red.Red,male,a6892,HA_T5,Treatment,0.519,3.584,0.040404651,,,12,196,
Yel.Yel,female,a7419,HA_T5,Treatment,0.777,4.153,0.045050245,,,12,196,
Red.Bla,female,a7663,HA_T5,Treatment,0.548,3.649,0.041155969,,,12,196,
Pin.Pur,male,a8044,HA_T5,Treatment,0.425,3.309,0.038814625,,,12,196,
Whi.Bla,male,a7187,HA_T5,Treatment,0.372,3.25,0.035218935,,,12,196,
Pur.Gre,female,a8074,HA_T5,Treatment,0.571,3.508,0.046399889,,,12,196,
_.Red,female,a7219,HA_T5,Treatment,0.612,3.566,0.048126995,,,12,196,
Ora.Bro,female,a7405,HA_T5,Treatment,0.592,3.562,0.046658833,,,12,196,
Gre.Whi,female,a7294,HA_T5,Treatment,0.76,4.017,0.047098809,,,12,196,
Pin.Bro,male,a6844,HA_T5,Treatment,0.483,3.506,0.039293735,,,12,196,
Red.Pur,male,a7657,HA_T5,Treatment,0.507,3.455,0.042472894,,,12,196,
Pin.Yel,female,a7282,HA_T5,Treatment,0.678,3.589,0.052635988,,,12,196,
Yel.Ora,male,a7121,HA_T5,Treatment,0.46,3.572,0.036052462,,,12,196,
Pur.Pur,female,a7543,HA_T5,Treatment,0.606,3.593,0.046941633,,,12,196,
Bro.Ora,female,a7727,HA_T5,Treatment,0.583,3.653,0.043688709,,,12,196,
_.Pur,male,a6931,HA_T5,Treatment,0.541,3.489,0.044442177,,,12,196,
Bro._,male,a7084,HA_T5,Treatment,0.449,3.598,0.034683588,,,12,196,
Red.Whi,male,a7469,HA_T5,Treatment,0.494,3.649,0.037100454,,,12,196,
Bla.Whi,female,a7609,HA_T5,Treatment,0.683,3.683,0.050352063,,,12,196,
Ora.Bro,male,a7152,HA_C1,Control,0.465,3.393,0.040391058,,,15,,
Gre.Yel,male,a6859,HA_C1,Control,0.498,3.545,0.039627517,,,15,,
Red.Red,female,a6899,HA_C1,Control,0.723,3.602,0.055725103,,,15,,
Blu.Blu,female,a7659,HA_C1,Control,0.471,3.326,0.042577133,,,15,,
Whi.Blu,male,a7179,HA_C1,Control,0.44,3.373,0.03867408,,,15,,
Bla.Red,female,a6923,HA_C1,Control,0.803,4.086,0.048097092,,,15,,
Bro.Bla,female,a7082,HA_C1,Control,0.784,3.71,0.056959772,,,15,,
Red.Yel,male,a7563,HA_C1,Control,0.445,3.347,0.039723599,,,15,,
Yel._,male,a7475,HA_C1,Control,0.395,3.118,0.040629818,,,15,,
Gre.Bro,female,a6834,HA_C1,Control,0.513,3.312,0.046766698,,,15,,
Pin.Whi,female,a7281,HA_C1,Control,0.842,3.723,0.060747166,,,15,,
Red.Ora,male,a7614,HA_C1,Control,0.408,3.142,0.041328325,,,15,,
Red.Pin,male,a6985,HA_C1,Control,0.412,3.237,0.039319847,,,15,,
Ora.Bla,male,a7403,HA_C1,Control,0.403,3.313,0.036716576,,,15,,
Ora.Pin,female,a7498,HA_C1,Control,0.665,3.604,0.051197892,,,15,,
Pin.Ora,male,a7555,HA_C1,Control,0.472,3.467,0.039267596,,,15,,
Whi.Pur,female,a7376,HA_C1,Control,0.504,3.353,0.044829452,,,15,,
Pur.Yel,male,a7272,HA_C1,Control,0.365,3.118,0.037544009,,,15,,
Red.Whi,female,a7226,HA_C1,Control,0.857,4.051,0.052222341,,,15,,
Bro.Bro,male,a7720,HA_C1,Control,0.387,2.989,0.043317076,,,15,,
Whi._,male,a7070,HA_C1,Control,0.508,3.527,0.040836902,,,15,,
Yel.Red,female,a8068,HA_C1,Control,0.57,3.426,0.0485624,,,15,,
Gre.Gre,female,a7698,HA_C1,Control,0.706,3.312,0.064361187,,,15,,
Gre.Pin,female,a7013,HA_C1,Control,0.477,3.339,0.042784409,,,15,,
Red._,female,a8064,HA_C2,Control,0.526,3.822,0.036008446,,,15,,
_.Pin,female,a7549,HA_C2,Control,0.632,3.436,0.053531667,,,15,,
Yel.Bla,male,a7336,HA_C2,Control,0.432,3.41,0.037151383,,,15,,
Blu.Yel,female,a6881,HA_C2,Control,0.699,3.636,0.052872449,,,15,,
Red.Bro,male,a7474,HA_C2,Control,0.37,3.172,0.036773534,,,15,,
Bro.Pur,male,a7729,HA_C2,Control,0.396,3.428,0.033698732,,,15,,
Whi.Yel,male,a7370,HA_C2,Control,0.412,3.127,0.04213485,,,15,,
Pin.Yel,male,a6847,HA_C2,Control,0.412,3.454,0.03453445,,,15,,
Ora.Pin,male,a7408,HA_C2,Control,0.382,3.237,0.036456751,,,15,,
Blu.Ora,female,a7204,HA_C2,Control,0.731,3.786,0.050998354,,,15,,
Pur.Blu,male,a7163,HA_C2,Control,0.415,3.459,0.034685421,,,15,,
Blu.Blu,male,a7006,HA_C2,Control,0.393,3.179,0.038887632,,,15,,
Pur._,male,a7056,HA_C2,Control,0.371,3.301,0.034047314,,,15,,
_.Bla,male,a7600,HA_C2,Control,0.451,3.321,0.040892041,,,15,,
Gre.Gre,male,a7688,HA_C2,Control,0.402,3.154,0.040411286,,,15,,
Ora.Ora,female,a7486,HA_C2,Control,0.574,3.41,0.049363181,,,15,,
Ora.Bro,male,a6967,HA_C2,Control,0.415,3.475,0.034366751,,,15,,
Pin.Bro,female,a7284,HA_C2,Control,0.656,3.802,0.04538158,,,15,,
Bla._,female,a6798,HA_C2,Control,0.606,3.373,0.053264756,,,15,,
_._,female,a7658,HA_C2,Control,0.659,3.545,0.052438823,,,15,,
Ora.Yel,male,a7153,HA_C2,Control,0.392,3.393,0.034050097,,,15,,
Red.Pin,male,a7096,HA_C2,Control,0.387,3.397,0.033536665,,,15,,
Bro.Bro,male,a7573,HA_C2,Control,0.496,3.646,0.037311984,,,15,,
_.Whi,male,a7250,HA_C2,Control,0.441,3.355,0.039179017,,,15,,
Red.Pin,female,a7044,HA_C3,Control,0.664,3.505,0.054049544,,,15,,
Red.Pur,female,a7093,HA_C3,Control,0.627,3.759,0.044373419,,,15,,
Red.Red,female,a7497,HA_C3,Control,0.56,3.463,0.046696362,,,15,,
Pin.Gre,female,a6845,HA_C3,Control,0.49,3.653,0.036719498,,,15,,
Pin.Blu,female,a7552,HA_C3,Control,0.595,3.352,0.052955241,,,15,,
Whi.Pin,female,a7232,HA_C3,Control,0.622,3.943,0.040007078,,,15,,
Red.Gre,male,a6990,HA_C3,Control,0.469,3.432,0.039817894,,,15,,
Red.Bro,male,a7564,HA_C3,Control,0.325,3.021,0.035610815,,,15,,
Red._,male,a7611,HA_C3,Control,0.419,3.283,0.038875166,,,15,,
Gre.Pin,female,a7679,HA_C3,Control,0.564,3.452,0.047330112,,,15,,
Bla.Red,male,a7144,HA_C3,Control,0.4,3.425,0.03409878,,,15,,
Whi.Ora,male,a7264,HA_C3,Control,0.389,3.262,0.036557938,,,15,,
Bla.Bla,female,a6929,HA_C3,Control,0.692,3.695,0.050684738,,,15,,
Blu.Gre,female,a6885,HA_C3,Control,0.602,3.345,0.053802722,,,15,,
_.Pin,female,a7279,HA_C3,Control,0.767,3.577,0.059945624,,,15,,
Gre._,male,a7017,HA_C3,Control,0.428,3.357,0.037978787,,,15,,
